,reasoning,answer,confidence,question,actual,correct
58,"To find the total amount of money those 60 students get in a day, we need to first calculate the number of students in each category. Then multiply the number of students in each category by their respective daily allowance. Finally, add the amounts together. 2/3 * 60 students get $6, which is 40 students, and 1/3 * 60 students get $4, which is 20 students.",280.0,1.0,"A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?",320,False
59,"Added coins collected in first hour to coins collected in next two hours, then added coins collected in fourth hour and subtracted coins given to coworker.",120.0,1.0,"Every hour Joanne has to collect the coins out of the fountain inside the mall. During the first hour, she collected 15 coins. For the next two hours, she collected 35 coins from the fountain. In the fourth hour, she collected 50 coins from the fountain but she gave 15 of them to her coworker so she could buy a soda. How many coins did she have after the fourth hour?",120,True
60,Calculate total practice hours and total game hours for both daughters. Each daughter has 8 games. Each game has 2 hours and each daughter practices 4 hours for each game. Total practice hours for both daughters is 8 * 4 * 2 = 64 hours. Total game hours for both daughters is 8 * 2 * 2 = 32 hours. Total hours spent at the field is total practice hours + total game hours.,96.0,1.0,"Jerry’s two daughters play softball on different teams. They each have 8 games this season. Each team practices 4 hours for every game they play. If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?",96,True
61,"Calculate the weight gained from berries, which is 1/5 of 1000 pounds. Calculate the weight gained from acorns, which is twice the weight gained from berries. Calculate the remaining weight after berries and acorns. Calculate the weight gained from salmon, which is half of the remaining weight. Subtract the weights gained from berries, acorns, and salmon from the total weight needed to find the weight gained from small animals.",100.0,1.0,"A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?",200,False
62,"First, we calculate the total oil held by the 10 cans with 8 liters each. total_oil_held_by_10_cans = 10 cans * 8 liters/can = 80 liters. Then, subtract this amount from the total to find the amount held by the remaining cans. oil_in_remaining_cans = 290 liters - 80 liters = 210 liters. Next, we divide this by the number of remaining cans. There are 24 cans in total and 10 cans with 8 liters each, so there are 24 - 10 = 14 remaining cans. oil_per_remaining_can = oil_in_remaining_cans / number_of_remaining_cans = 210 liters / 14 cans = 15 liters/can",15.0,1.0,"There are 290 liters of oil in 24 cans. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?",15,True
63,"First, calculate the total number of situps Shawna needs to do for the three days. That is 30 * 3 = 90. Then, calculate how many she has done so far. That is 12 + 19 = 31. Subtract the number she has done from the number she needs to do to find the number she still needs to do. That is 90 - 31 = 59.",59.0,1.0,"Shawna's workout goal is 30 situps. On Monday, Shawna was only able to do 12 situps, so she decided that she would make up for the rest on Tuesday. However, she was only able to do 19 situps on Tuesday. How many situps would Shawna have to do on Wednesday to meet her minimum goal and make up for the ones she didn't do?",59,True
64,"First, I calculated James earnings at both jobs. At the main job, he earns $20/hour. At the second job, he earns 20% less than his main job, so his earnings are 80% of $20, which is $16/hour. Then, I calculated the total earnings from both jobs by multiplying hourly earnings with the total hours worked. At the main job, he works 30 hours, earning $20/hour * 30 hours = $600. At the second job, he works half that amount, or 15 hours, earning $16/hour * 15 hours = $240. Finally, I added the earnings from both jobs to find the total weekly earnings, which is $600 + $240 = $840.",840.0,0.99,James earns $20 an hour while working at his main job.  He earns 20% less while working his second job.  He works 30 hours at his main job and half that much at his second job.  How much does he earn per week?,840,True
65,"To find the total amount Lee earned, we first calculate the amount he earned from mowing lawns by multiplying the number of lawns by his charge per lawn. Then we add the total amount he received from tips.",598.0,1.0,Lee mows one lawn and charges $33. Last week he mowed 16 lawns and three customers each gave him a $10 tip. How many dollars did Lee earn mowing lawns last week?,558,False
66,"To find the balance after 4 months, we first need to find the down payment and the remaining balance after the down payment. The laptop costs $1000 and the down payment is 20% of $1000 plus $20. 20% of $1000 is 0.2 x $1000 = $200. Adding the extra $20, the down payment is $200 + $20 = $220. The remaining balance after the down payment is $1000 - $220 = $780. Now we subtract the 4 monthly payments. 4 x $65 = $260. Subtracting the 4 monthly payments from the remaining balance, we get $780 - $260 = $520.",520.0,1.0,"Tara has been planning to buy a laptop which costs $1000. A computer shop accepts payment in installments of $65 per month provided that a 20% down payment is made. If Tara wants to pay an additional $20 for the down payment, how much will her balance be after paying for 4 months?",520,True
67,"First, let's calculate the total distance run by Jesse and Mia in the first 4 days. Jesse ran (2/3) * 3 = 2 miles in the first 3 days, and 10 miles on day 4, so she ran 2 + 10 = 12 miles. Mia averaged 3 miles a day over the first 4 days, so she ran 3 * 4 = 12 miles. Now, let's calculate the remaining distance each has to run. They both have to run 30 miles in total, so they both have to run 30 - 12 = 18 miles. Now, we calculate the average miles they need to run over the final 3 days. Jesse needs to run 18 miles in 3 days, and Mia needs to run 18 miles in 3 days, so they both need to run 18/3 = 6 miles per day on average. The average of their averages is (6 + 6) / 2 = 6 miles per day.",6.0,1.0,Jesse and Mia are competing in a week long race. They have one week to run 30 miles. On the first three days Jesse averages (2/3) of a mile. On day four she runs 10 miles. Mia averages 3 miles a day over the first 4 days. What is the average of their average that they have to run over the final three days?,6,True
68,"First, we need to determine how many coins Amalie and Elsa have. We know that the ratio of Elsa's coins to Amalie's coins is 10:45, and the total number of coins is 440. Let's say Elsa has 10x coins and Amalie has 45x coins. Since the total number of coins is 440, we can set up the equation 10x + 45x = 440. Solving for x, we get x = 440/55 = 8. So, Elsa has 10*8 = 80 coins, and Amalie has 45*8 = 360 coins. Amalie spends 3/4 of her coins on toys, which is 3/4 * 360 = 270 coins. Therefore, Amalie will be left with 360 - 270 = 90 coins.",90.0,1.0,"The ratio of coins that Elsa has to that which Amalie has is 10:45. If the total number of coins they have is 440, and Amalie spends 3/4 of what she has on toys, how many will she remain with?",90,True
69,"First, we find the total number of arms from the starfish. 7 starfish * 5 arms/starfish = 35 arms. Then we add the arms from the seastar, 35 arms + 14 arms = 49 arms.",49.0,1.0,Carly collected 7 starfish with 5 arms each and one seastar with 14 arms. How many arms do the animals she collected have in total?,49,True
70,"Martha has 68 apples, Tim has 30 less apples than Martha, so Tim has 68 - 30 = 38 apples. Harry has half as many apples as Tim, so Harry has 38 / 2 = 19 apples.",19.0,1.0,"Tim has 30 less apples than Martha, and Harry has half as many apples as Tim. If Martha has 68 apples, how many apples does Harry have?",19,True
71,"First, calculate the total amount of money Hillary made from selling crafts. She sold 3 crafts at 12 dollars each, for a total of 3 * 12 = 36 dollars. Then add the extra 7 dollars from the customer, for a total of 36 + 7 = 43 dollars. Finally, subtract the 18 dollars she deposited into her bank account, for a final total of 43 - 18 = 25 dollars.",25.0,1.0,"At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?",25,True
